time,M=225,M=14400
6970,0.0,2.002986111111111
6980,0.0,2.006666666666667
6990,0.0,2.0095833333333335
7000,0.0,2.0119444444444445
7010,0.0,2.0128472222222222
7020,0.0,2.0130555555555554
7030,0.0,2.0130555555555554
7040,0.0,2.012986111111111
7050,0.0,2.0130555555555554
7060,0.0,2.0130555555555554
7070,0.0,2.012777777777778
7080,0.0,2.006111111111111
7090,0.0,1.9809722222222221
7100,0.0,1.9399305555555555
7110,0.0,1.8850694444444445
7120,0.0,1.817986111111111
7130,0.0,1.7434722222222223
7140,0.0,1.6546527777777778
7150,0.0,1.560138888888889
7160,0.0,1.4659722222222222
7170,0.0,1.3671527777777779
7180,0.0,1.2633333333333334
7190,0.0,1.1572222222222222
7200,0.0,1.0515972222222223
7210,0.0,0.9535416666666666
7220,0.0,0.8600694444444444
7230,0.0,0.7759722222222222
7240,0.0,0.6894444444444444
7250,0.0,0.6159722222222223
7260,0.0,0.5507638888888889
7270,0.0,0.49840277777777775
7280,0.0,0.4565972222222222
7290,0.0,0.4275
7300,0.0,0.416875
7310,0.0,0.4517361111111111
7320,0.0,0.5576388888888889
7330,0.0,0.7263888888888889
7340,0.0,0.9514583333333333
7350,0.0,1.1958333333333333
7360,0.0,1.438125
7370,0.0,1.6359027777777777
7380,0.0,1.7900694444444445
7390,0.0,1.8822222222222222
7400,0.0,1.927638888888889
7410,0.0,1.950625
7420,0.0,1.9614583333333333
7430,0.0,1.9690972222222223
7440,0.0,1.9745833333333334
7450,0.0,1.9788194444444445
7460,0.0,1.9813888888888889
7470,0.0,1.9831944444444445
7480,0.0,1.9840972222222222
7490,0.0,1.984513888888889
7500,0.0,1.9847222222222223
7510,0.0,1.9847222222222223
7520,0.0,1.9847222222222223
7530,0.0,1.9847222222222223
7540,0.0,1.984375
7550,0.0,1.9775694444444445
7560,0.0,1.9497222222222221
7570,0.0,1.9043055555555555
7580,0.0,1.8452083333333333
7590,0.0,1.7786805555555556
7600,0.0,1.7072916666666667
7610,0.0,1.6246527777777777
7620,0.0,1.539375
7630,0.0,1.4447916666666667
7640,0.0,1.3474305555555555
7650,0.0,1.2486805555555556
7660,0.0,1.1494444444444445
7670,0.0,1.0502083333333334
7680,0.0,0.9529861111111111
7690,0.0,0.8614583333333333
7700,0.0,0.7734722222222222
7710,0.0,0.6940972222222223
7720,0.0,0.6245138888888889
7730,0.0,0.5704166666666667
7740,0.0,0.5250694444444445
7750,0.0,0.4907638888888889
7760,0.0,0.46715277777777775
7770,0.0,0.4704861111111111
7780,0.0,0.5334027777777778
7790,0.0,0.6539583333333333
7800,0.0,0.8354166666666667
7810,0.0,1.0529166666666667
7820,0.0,1.2805555555555554
7830,0.0,1.5061111111111112
7840,0.0,1.6925694444444443
7850,0.0,1.8197222222222222
7860,0.0,1.8923611111111112
7870,0.0,1.9289583333333333
7880,0.0,1.9472916666666666
7890,0.0,1.9593055555555556
7900,0.0,1.9659027777777778
7910,0.0,1.9722916666666668
7920,0.0,1.9761111111111112
7930,0.0,1.978611111111111
7940,0.0,1.9808333333333332
7950,0.0,1.9819444444444445
7960,0.0,1.9826388888888888
7970,0.0,1.9828472222222222
7980,0.0,1.9828472222222222
7990,0.0,1.9828472222222222
8000,0.0,1.9828472222222222
8010,0.0,1.9804861111111112
8020,0.0,1.9645833333333333
